unique	unique_null	directional	directional_null	edit_distance
6023707	6023707	6392685	6392685	Single_UMI
0	44	0	40	0
346314	958	19911	540	1
66545	8637	22579	4795	2
28833	41196	25659	23224	3
76892	125132	65398	70176	4
124880	253523	122844	135871	5
113966	276218	127410	143590	6
41157	92879	45808	51373	7
0	0	0	0	8
