unique	unique_null	directional	directional_null	edit_distance
13006278	13006278	13195588	13195588	Single_UMI
0	64	0	47	0
191211	1189	8473	876	1
21247	9656	14475	7059	2
34946	44285	33452	33257	3
102439	131576	97550	99310	4
211964	275138	208811	214994	5
236995	311049	244739	250448	6
64297	90142	66289	67798	7
0	0	0	0	8
