unique	unique_null	directional	directional_null	edit_distance
7333726	7333726	7481323	7481323	Single_UMI
0	106	0	82	0
145781	1448	2261	1272	1
33223	12159	28670	10083	2
57123	55369	54648	47073	3
149025	161437	140576	138999	4
286225	338053	282073	289970	5
291787	369906	304046	319010	6
78654	103340	81947	87732	7
0	0	0	0	8
