counts	instances_pre	instances_post
1	11520284	11188247
2	4836730	4871878
3	1997043	2032485
4	771470	788262
5	273886	283236
6	95715	99613
7	30141	31546
8	10456	10983
9	3091	3309
10	1207	1273
11	286	310
12	271	282
13	61	62
14	55	65
15	37	36
16	31	31
17	3	3
18	8	7
19	1	4
20	3	2
23	0	1
24	2	2
34	1	1
37	0	1
52	0	1
64	0	1
71	0	1
73	0	1
97	0	1
466	0	1
