unique	unique_null	directional	directional_null	edit_distance
18650302	18650302	18784889	18784889	Single_UMI
0	134	0	145	0
134896	2185	2945	1995	1
24885	17028	22020	15259	2
68121	74863	66677	66920	3
199856	219779	194612	195891	4
441860	486078	437175	442652	5
490044	541656	499533	499231	6
110961	128900	113074	113943	7
0	0	0	0	8
