unique	unique_null	directional	directional_null	edit_distance
8426634	8426634	8590535	8590535	Single_UMI
0	32	0	27	0
162737	652	6176	412	1
21048	5716	13442	3696	2
19086	26859	18195	17926	3
55040	80624	51514	53408	4
108819	164831	107158	112790	5
119105	184106	124126	129966	6
33873	56888	35196	37582	7
0	0	0	0	8
