unique	unique_null	directional	directional_null	edit_distance
7709705	7709705	8032754	8032754	Single_UMI
0	59	0	42	0
314958	966	19079	556	1
49634	7969	21595	4626	2
25785	38542	23619	22174	3
69549	116040	61858	66264	4
123377	235188	120625	133080	5
122616	260794	132772	147261	6
41528	87889	44850	50395	7
0	0	0	0	8
