unique	unique_null	directional	directional_null	edit_distance
15882306	15882306	16017493	16017493	Single_UMI
0	58	0	37	0
135242	901	3652	730	1
17506	8086	13746	6478	2
33280	39400	32424	32097	3
101416	122172	98068	100109	4
226772	269057	224152	227530	5
279780	334248	285236	289296	6
73681	93755	75212	76213	7
0	0	0	0	8
