counts	instances_pre	instances_post
1	5722056	5391270
2	3001813	2975758
3	2173319	2169652
4	1559970	1560111
5	1077316	1082616
6	720710	724854
7	460796	463959
8	288921	291499
9	174970	176549
10	105691	106700
11	64326	64634
12	42300	42312
13	29596	29341
14	23664	23446
15	20626	20280
16	20105	19711
17	19844	19399
18	20757	20397
19	21126	20674
20	21938	21736
21	22783	22421
22	23709	23365
23	23692	23623
24	24287	24131
25	24591	24580
26	23869	23876
27	23520	23540
28	22763	22771
29	21762	21874
30	20737	20899
31	19444	19731
32	18416	18404
33	17439	17587
34	16292	16394
35	15376	15574
36	14527	14497
37	13709	13765
38	12805	12885
39	12631	12553
40	12028	12027
41	11946	11986
42	11720	11660
43	11738	11676
44	11888	11711
45	11580	11617
46	11649	11651
47	11690	11636
48	11694	11567
49	11624	11704
50	11607	11587
51	11416	11533
52	11253	11364
53	11213	11234
54	10999	11100
55	10421	10626
56	10060	10215
57	9532	9617
58	9177	9286
59	8641	8829
60	8304	8426
61	7609	7800
62	7125	7352
63	6659	6804
64	5971	6214
65	5610	5817
66	5248	5327
67	4582	4784
68	4149	4268
69	3686	3831
70	3328	3509
71	3034	3149
72	2740	2855
73	2432	2522
74	2132	2269
75	1855	1896
76	1715	1832
77	1409	1457
78	1247	1308
79	1163	1205
80	964	1028
81	834	878
82	729	778
83	639	682
84	615	624
85	435	492
86	403	418
87	346	327
88	319	377
89	272	278
90	216	253
91	187	203
92	165	167
93	152	168
94	131	134
95	116	119
96	126	121
97	90	107
98	77	79
99	58	67
100	68	73
101	50	54
102	39	47
103	33	28
104	44	44
105	23	24
106	21	24
107	29	29
108	19	20
109	12	17
110	17	20
111	10	10
112	6	9
113	11	5
114	12	10
115	9	12
116	7	10
117	8	8
118	7	6
119	11	11
120	8	9
121	7	4
122	5	5
123	1	2
124	9	8
125	4	3
126	5	3
127	2	1
128	5	7
129	6	3
130	5	6
131	2	1
132	3	2
133	2	2
134	5	8
135	0	1
136	7	5
137	2	2
138	2	2
139	2	1
140	1	4
142	3	3
143	0	1
144	3	2
145	1	0
148	1	0
150	2	3
152	0	1
153	0	1
154	2	1
158	1	1
160	4	4
161	0	1
164	1	0
165	1	1
170	1	1
172	2	2
174	0	1
175	1	0
176	0	1
177	1	0
179	1	1
180	1	2
182	2	3
183	2	2
184	0	1
185	1	0
188	0	2
195	1	0
199	0	1
205	1	0
206	0	1
208	0	1
209	0	1
219	0	1
221	0	1
225	0	1
228	0	1
239	1	0
240	0	1
242	0	1
243	0	1
253	0	1
271	0	1
272	1	0
275	0	2
278	0	1
280	0	1
281	2	1
287	0	1
291	0	1
295	0	1
304	1	1
319	0	1
335	0	1
344	0	1
350	1	0
356	0	1
359	0	1
370	0	1
381	0	1
422	0	1
429	0	1
475	0	1
483	0	1
497	0	1
520	0	1
533	0	1
559	0	2
588	0	1
638	0	1
662	0	1
689	0	1
694	0	1
738	0	1
769	0	1
943	0	1
984	0	1
985	0	1
1065	0	1
1761	0	1
2384	0	1
2812	0	1
3242	0	1
3423	0	1
8021	0	1
