unique	unique_null	directional	directional_null	edit_distance
7544529	7544529	7882788	7882788	Single_UMI
0	81	0	55	0
331342	1603	24589	830	1
50956	11450	18621	5887	2
25759	47275	23427	24283	3
66622	126809	58718	65940	4
115470	237057	113279	126823	5
100869	227813	111274	122558	6
28219	67149	31070	34602	7
0	0	0	0	8
