unique	unique_null	directional	directional_null	edit_distance
22054956	22054956	22412007	22412007	Single_UMI
0	618	0	508	0
341811	4923	10571	3893	1
64249	26741	37365	21086	2
77808	102476	73113	80865	3
216144	283293	202913	222862	4
439095	573642	433441	457583	5
485954	598518	505458	481691	6
128966	163816	134115	128488	7
0	0	0	0	8
