unique	unique_null	directional	directional_null	edit_distance
6538673	6538673	6845352	6845352	Single_UMI
0	40	0	34	0
294336	938	17167	496	1
50391	7353	19920	4124	2
24407	35900	22063	19869	3
63618	107132	55777	59955	4
111252	216694	108706	120014	5
108411	240957	118791	132154	6
34861	78262	38173	43951	7
0	0	0	0	8
