unique	unique_null	directional	directional_null	edit_distance
5900250	5900250	6136785	6136785	Single_UMI
0	70	0	44	0
229882	941	11828	464	1
32066	6506	13098	3494	2
17976	28952	16323	15344	3
46874	83322	41099	44357	4
86771	168870	84382	91791	5
85539	179999	93650	101910	6
23671	54119	25864	28840	7
0	0	0	0	8
