unique	unique_null	directional	directional_null	edit_distance
16836221	16836221	17118908	17118908	Single_UMI
0	261	0	234	0
281328	2745	12295	2195	1
42722	17397	28465	14166	2
66997	77294	63992	62511	3
197644	232915	186227	189518	4
440662	528723	431233	440456	5
545353	673179	564977	574445	6
132416	174608	137246	140910	7
0	0	0	0	8
