unique	unique_null	directional	directional_null	edit_distance
19786500	19786500	19879846	19879846	Single_UMI
0	52	0	61	0
93293	1331	1024	1214	1
17387	11444	16206	10242	2
52139	55893	51374	50068	3
159015	171715	156154	156582	4
353406	384250	350729	355514	5
435838	473772	440993	441896	6
111654	124275	112906	113809	7
0	0	0	0	8
