unique	unique_null	directional	directional_null	edit_distance
18534145	18534145	18726951	18726951	Single_UMI
0	51	0	47	0
189456	1199	2422	923	1
35672	10192	29270	8058	2
44089	50477	43149	40310	3
127990	157435	123193	126686	4
281951	347920	277870	286411	5
349047	431364	357245	366529	6
90183	119750	92433	96618	7
0	0	0	0	8
