counts	instances_pre	instances_post
1	3569768	3224243
2	1327807	1290235
3	1012109	996855
4	857914	849391
5	742236	738944
6	643147	642230
7	552125	551122
8	473611	474805
9	403553	404202
10	340936	341859
11	287532	289473
12	240570	242258
13	200716	202252
14	165605	167340
15	137603	138982
16	113007	114217
17	92985	94124
18	77759	78418
19	65756	66194
20	55739	56519
21	48696	48828
22	43512	43724
23	38696	39197
24	35672	35841
25	32755	32982
26	30668	30859
27	28389	28583
28	26266	26566
29	23996	24173
30	22269	22477
31	20027	20242
32	17835	18185
33	15850	16081
34	14331	14679
35	12227	12436
36	10585	10796
37	9019	9166
38	7670	7856
39	6258	6505
40	5289	5390
41	4245	4364
42	3599	3697
43	2899	2957
44	2405	2460
45	1905	1948
46	1508	1550
47	1151	1152
48	973	1001
49	721	721
50	587	587
51	493	493
52	357	351
53	347	306
54	272	239
55	198	176
56	197	146
57	149	110
58	129	84
59	94	70
60	109	70
61	70	43
62	76	37
63	68	34
64	85	43
65	56	19
66	62	28
67	53	23
68	49	19
69	39	11
70	45	13
71	36	9
72	39	17
73	22	5
74	32	12
75	31	3
76	34	8
77	26	8
78	32	4
79	36	4
80	32	8
81	29	8
82	23	2
83	26	0
84	36	8
85	25	8
86	21	2
87	20	2
88	23	6
89	26	6
90	32	9
91	16	6
92	14	1
93	32	7
94	20	1
95	12	6
96	21	11
97	13	1
98	23	2
99	16	4
100	10	0
101	20	2
102	16	5
103	15	1
104	21	4
105	18	3
106	14	0
107	19	0
108	14	3
109	16	1
110	21	1
111	19	2
112	18	1
113	15	3
114	14	2
115	17	2
116	13	6
117	13	0
118	12	3
119	19	13
120	9	0
121	20	3
122	9	0
123	5	0
124	19	4
125	20	2
126	10	7
127	9	2
128	11	2
129	11	0
130	14	0
131	15	6
132	10	7
133	11	4
134	16	1
135	14	5
136	12	2
137	23	9
138	13	2
139	15	2
140	12	1
141	13	1
142	6	2
143	9	2
144	9	3
145	10	1
146	13	2
147	7	1
148	20	0
149	14	3
150	13	6
151	10	1
152	15	1
153	9	1
154	13	4
155	13	7
156	9	1
157	12	2
158	11	2
159	11	0
160	11	2
161	11	5
162	13	2
163	6	2
164	6	1
165	2	2
166	8	3
167	10	7
168	7	2
169	11	2
170	6	1
171	10	1
172	8	2
173	8	4
174	7	1
175	9	1
176	4	0
177	10	2
178	7	2
179	11	1
180	8	1
181	9	0
182	3	1
183	9	4
184	8	2
185	4	2
186	3	3
187	10	0
188	9	1
189	7	3
190	3	2
191	2	0
192	5	1
193	3	0
194	8	2
195	14	5
196	6	1
197	4	1
198	8	1
199	6	2
200	6	1
201	3	0
202	7	2
203	6	2
204	9	1
205	7	0
206	4	1
207	8	3
208	5	2
209	3	4
210	7	4
211	6	2
212	7	0
213	6	0
214	4	1
215	1	0
216	6	1
217	4	0
218	5	0
219	1	0
220	4	2
221	6	2
222	3	3
223	6	4
224	7	0
225	3	0
226	7	2
227	5	1
228	2	0
229	5	0
230	4	0
231	4	0
232	6	1
233	3	2
234	1	0
235	5	2
236	2	2
237	3	0
238	8	2
239	3	0
240	3	0
241	3	0
242	5	2
244	9	2
245	1	1
246	2	1
247	5	1
248	4	1
249	4	0
250	1	1
251	9	2
252	5	2
253	3	2
254	2	0
255	2	1
256	5	2
257	2	2
258	6	2
259	3	1
260	3	1
261	4	1
262	7	1
264	6	2
265	1	2
266	2	0
267	5	2
268	2	0
269	2	5
270	2	3
271	2	0
272	2	3
273	4	2
274	2	0
275	5	1
276	2	1
277	1	0
278	4	4
280	2	0
281	3	1
282	3	5
283	6	0
284	1	0
285	3	0
286	4	0
287	4	0
288	1	0
289	6	4
290	1	0
291	2	1
292	3	1
293	2	0
294	4	0
295	5	1
296	2	1
297	3	1
298	2	1
299	5	2
300	2	0
301	4	0
302	4	0
303	1	2
304	1	0
305	3	3
306	2	1
307	3	0
308	4	1
309	2	1
310	1	1
311	3	2
312	2	1
313	4	0
314	3	2
315	1	0
316	3	0
317	2	2
318	1	0
319	3	1
320	0	1
321	3	1
322	5	0
323	4	1
324	2	1
325	0	1
326	2	1
327	2	0
328	5	1
330	0	1
331	3	0
332	6	1
333	1	1
334	6	3
335	2	0
336	1	0
337	0	1
339	4	2
340	1	0
341	3	0
342	3	1
343	3	2
344	1	1
345	2	0
346	1	2
348	2	0
349	1	3
350	1	0
351	3	0
352	3	0
353	0	1
354	3	2
356	1	0
357	2	1
358	3	0
359	1	0
360	1	3
361	1	1
362	3	1
363	4	2
364	2	0
365	1	0
366	2	2
367	2	0
368	2	1
369	2	0
370	0	1
371	2	0
373	0	1
375	1	0
376	1	1
377	2	0
378	1	0
379	2	0
380	1	0
381	1	1
383	1	2
384	1	0
385	4	0
386	3	0
387	0	1
388	3	1
389	1	0
390	1	0
391	1	0
392	3	0
393	1	0
394	1	1
395	2	1
396	1	0
397	1	0
398	0	1
399	2	0
400	2	1
401	3	0
403	3	0
405	2	3
406	1	0
407	2	0
408	1	0
409	0	1
410	1	1
411	1	0
412	1	1
413	1	0
414	2	0
415	1	1
416	0	2
417	1	2
418	1	0
419	1	0
421	0	1
424	1	1
426	3	1
427	0	2
428	2	0
429	1	0
430	1	0
431	1	2
432	2	0
433	2	0
434	0	1
435	0	1
436	1	1
437	1	1
439	3	1
440	1	0
446	1	0
447	3	0
448	1	0
449	1	0
451	1	1
452	1	0
453	1	1
454	1	1
455	1	3
456	1	1
457	1	3
458	1	0
460	1	1
464	1	0
465	0	1
466	0	2
469	1	0
470	1	1
472	2	1
473	1	1
477	0	1
478	1	0
479	1	1
480	0	1
481	2	0
482	1	0
483	2	0
485	1	0
486	0	1
487	1	3
488	1	1
489	0	1
491	1	1
492	1	1
494	0	2
497	0	2
499	2	0
500	1	1
501	1	0
502	1	0
503	1	1
506	2	0
508	1	0
509	0	1
510	1	0
513	0	1
515	1	0
