unique	unique_null	directional	directional_null	edit_distance
13870922	13870922	14044646	14044646	Single_UMI
0	51	0	38	0
173853	1051	3715	839	1
21172	8851	17370	7140	2
37547	44685	36138	35257	3
114387	139768	109222	111526	4
254962	311007	250822	255305	5
315216	386325	323844	328261	6
80906	106305	83208	85953	7
0	0	0	0	8
