unique	unique_null	directional	directional_null	edit_distance
23260862	23260862	23476051	23476051	Single_UMI
0	112	0	113	0
215111	2012	5448	1745	1
32308	16980	26450	14225	2
71034	80142	69244	67910	3
215236	245120	208163	210032	4
477146	546035	471265	479069	5
586065	674413	598072	601810	6
145029	177115	148098	151836	7
0	0	0	0	8
