unique	unique_null	directional	directional_null	edit_distance
13690192	13690192	13947193	13947193	Single_UMI
0	51	0	36	0
246945	1136	9558	867	1
39435	9731	19257	7189	2
39806	47758	37486	34534	3
114831	147030	107098	107392	4
232861	315428	228839	234055	5
262214	377613	273634	286614	6
71951	109296	75170	80355	7
0	0	0	0	8
