unique	unique_null	directional	directional_null	edit_distance
16684784	16684784	16804104	16804104	Single_UMI
0	51	0	33	0
119474	1088	2362	861	1
16073	9446	13741	7770	2
38823	44747	37972	37781	3
117072	135893	113887	115450	4
258812	297941	256273	260023	5
308170	353754	313515	315759	6
78438	93942	79792	79865	7
0	0	0	0	8
