unique	unique_null	directional	directional_null	edit_distance
9666255	9666255	9875237	9875237	Single_UMI
0	53	0	28	0
209326	670	10070	458	1
22046	6087	12042	3700	2
18865	29268	17809	17774	3
56318	89271	51885	54665	4
114857	184737	112699	118225	5
126692	209132	132880	140235	6
35700	64586	37437	39737	7
0	0	0	0	8
