unique	unique_null	directional	directional_null	edit_distance
1404994	1404994	1532552	1532552	Single_UMI
0	8	0	3	0
107542	230	1102	85	1
33982	1972	12379	738	2
7014	9444	5765	3902	3
13780	29391	10265	11614	4
17853	63255	17601	22263	5
13589	71871	17682	23565	6
4611	22200	6019	8643	7
0	0	0	0	8
