counts	instances_pre	instances_post
1	2496010	2131884
2	681622	645109
3	457303	442719
4	368123	359441
5	319656	314808
6	292189	288156
7	269577	266488
8	254407	252647
9	239400	237783
10	225397	224434
11	211547	210994
12	198843	198472
13	184775	184291
14	171683	172026
15	159244	159696
16	147526	147759
17	137166	137954
18	125982	126565
19	116489	116928
20	106663	107297
21	97220	98378
22	87790	88698
23	79380	80062
24	71116	71894
25	63477	64381
26	56128	57127
27	50141	50600
28	44812	45532
29	40179	40672
30	36104	36507
31	32736	33158
32	29957	30323
33	27579	27841
34	25482	25715
35	23826	24032
36	22287	22566
37	20265	20442
38	19230	19485
39	17658	18018
40	16513	16759
41	14981	15281
42	14073	14335
43	12386	12659
44	11362	11622
45	10182	10404
46	9189	9378
47	7964	8227
48	7167	7259
49	6044	6273
50	5245	5362
51	4510	4657
52	3828	3979
53	3356	3425
54	2869	2931
55	2292	2332
56	1982	2065
57	1675	1774
58	1389	1383
59	1079	1149
60	947	955
61	826	838
62	641	659
63	552	538
64	449	442
65	360	371
66	317	323
67	231	198
68	209	208
69	155	132
70	139	125
71	110	100
72	108	91
73	85	68
74	70	63
75	71	50
76	65	49
77	47	28
78	54	36
79	35	11
80	31	20
81	33	20
82	35	21
83	24	13
84	29	19
85	23	7
86	34	8
87	30	3
88	18	9
89	16	3
90	21	9
91	12	3
92	14	4
93	20	6
94	15	4
95	23	2
96	10	2
97	15	4
98	18	9
99	11	0
100	11	2
101	16	2
102	8	4
103	18	2
104	11	4
105	9	0
106	7	0
107	12	2
108	17	7
109	11	1
110	19	3
111	15	6
112	11	2
113	6	1
114	22	2
115	12	2
116	7	0
117	14	0
118	9	0
119	13	2
120	13	2
121	15	3
122	11	1
123	14	2
124	10	2
125	8	1
126	9	2
127	11	0
128	11	2
129	6	0
130	14	0
131	6	1
132	4	0
133	11	2
134	9	1
135	12	1
136	8	0
137	12	1
138	8	1
139	11	3
140	2	0
141	6	0
142	10	2
143	11	1
144	6	1
145	4	2
146	4	0
147	5	0
148	7	1
149	7	1
150	11	0
151	4	0
152	5	0
153	10	0
154	6	0
155	5	0
156	5	0
157	6	2
158	5	0
159	10	2
160	4	1
161	8	0
162	8	1
163	2	0
164	9	0
165	6	0
166	5	0
167	7	1
