unique	unique_null	directional	directional_null	edit_distance
15823957	15823957	16030827	16030827	Single_UMI
0	54	0	49	0
206805	1219	7845	1010	1
26954	11073	18701	8479	2
45653	53599	43939	43203	3
140400	169086	133578	136104	4
316624	382360	310857	317252	5
395411	485137	407056	413636	6
98239	127558	101240	103483	7
0	0	0	0	8
