unique	unique_null	directional	directional_null	edit_distance
23186441	23186441	23503542	23503542	Single_UMI
0	106	0	86	0
317035	2090	10025	1655	1
44480	17735	33825	14233	2
73706	85770	70883	69256	3
224486	266980	213531	216917	4
493720	595496	485136	495267	5
607526	745061	625625	636369	6
151204	198919	156031	161273	7
0	0	0	0	8
