unique	unique_null	directional	directional_null	edit_distance
17611517	17611517	17762976	17762976	Single_UMI
0	48	0	58	0
149374	1286	3486	1077	1
28613	10960	22642	9295	2
48967	54634	47863	46842	3
150471	172761	145375	148897	4
353244	400414	348643	354009	5
468291	536100	477299	482697	6
111581	134338	113774	116207	7
0	0	0	0	8
