unique	unique_null	directional	directional_null	edit_distance
9827960	9827960	10111961	10111961	Single_UMI
0	71	0	60	0
278546	1239	14588	823	1
38615	9789	17881	6436	2
32980	45183	30810	29144	3
91182	131996	83573	86474	4
169534	265188	166724	175111	5
174403	291564	184640	194402	6
52582	92812	55625	61391	7
0	0	0	0	8
