unique	unique_null	directional	directional_null	edit_distance
16882218	16882218	17067536	17067536	Single_UMI
0	74	0	62	0
181471	1427	2921	1078	1
36086	10976	28637	8732	2
42854	51030	42027	39818	3
120215	150628	115396	119180	4
258541	321533	254762	262428	5
290434	368165	298420	307356	6
71951	97719	74071	77580	7
0	0	0	0	8
