unique	unique_null	directional	directional_null	edit_distance
15354689	15354689	15516626	15516626	Single_UMI
0	69	0	64	0
162002	1459	3716	1191	1
23656	11572	19759	9274	2
45649	53643	44265	43577	3
133859	159086	128637	131556	4
292127	345040	288073	293485	5
331903	395888	340660	343718	6
79889	102328	82038	84283	7
0	0	0	0	8
