unique	unique_null	directional	directional_null	edit_distance
5491291	5491291	5650325	5650325	Single_UMI
0	44	0	26	0
155036	766	2970	548	1
29072	6280	21650	4574	2
25985	29990	24497	21509	3
70523	90699	64468	65682	4
140603	193390	136835	143173	5
151253	226300	160482	171055	6
41829	66832	44365	48700	7
0	0	0	0	8
