unique	unique_null	directional	directional_null	edit_distance
14468754	14468754	14688457	14688457	Single_UMI
0	65	0	49	0
218033	1282	6749	985	1
30442	10452	21657	7910	2
38610	49496	37050	36941	3
114577	148246	108523	112417	4
250912	321430	246414	252681	5
297345	387610	307196	312812	6
76332	107670	78959	82753	7
0	0	0	0	8
