unique	unique_null	directional	directional_null	edit_distance
11279422	11279422	11580053	11580053	Single_UMI
0	91	0	57	0
295920	1388	14153	986	1
44420	11573	24771	7855	2
38357	52441	35963	35671	3
109820	154587	100616	105914	4
220666	322297	215709	227168	5
239336	365188	252929	262975	6
66400	107354	70147	73662	7
0	0	0	0	8
