unique	unique_null	directional	directional_null	edit_distance
20822075	20822075	20905656	20905656	Single_UMI
0	69	0	80	0
83628	1359	821	1230	1
15391	11567	14532	10393	2
52881	55951	52165	51793	3
162436	174219	159577	160124	4
368511	393724	366184	367719	5
463652	497827	468497	469496	6
116402	128185	117544	118485	7
0	0	0	0	8
