unique	unique_null	directional	directional_null	edit_distance
13553282	13553282	13707856	13707856	Single_UMI
0	46	0	25	0
155471	849	5375	686	1
17305	7345	12629	5676	2
29329	36569	28483	28065	3
90582	113520	86718	87965	4
198106	246562	195349	198232	5
241980	305021	247949	253522	6
63159	86020	64855	67187	7
0	0	0	0	8
