unique	unique_null	directional	directional_null	edit_distance
7083032	7083032	7474219	7474219	Single_UMI
0	55	0	39	0
376604	1161	26558	603	1
65166	9173	22932	4917	2
26626	42604	23331	22546	3
71947	127479	60732	67433	4
132086	266294	126937	141910	5
130222	302434	146516	162763	6
36836	90287	41294	48089	7
0	0	0	0	8
