unique	unique_null	directional	directional_null	edit_distance
8540565	8540565	8828055	8828055	Single_UMI
0	53	0	19	0
283030	790	16578	436	1
43799	6896	21879	3725	2
20415	33607	19086	18161	3
55995	101687	50111	55588	4
112190	211668	108733	120342	5
122054	242129	131096	144040	6
33208	73861	35718	40890	7
0	0	0	0	8
