unique	unique_null	directional	directional_null	edit_distance
8804481	8804481	9159264	9159264	Single_UMI
0	41	0	14	0
347680	906	16005	443	1
51021	7685	26925	3822	2
21640	37432	19976	18580	3
58218	113420	51197	56386	4
111170	232095	107438	120908	5
116225	263014	126431	141633	6
33206	84567	36405	42591	7
0	0	0	0	8
